Employee Number,Month,Day,Login,Logout
10027,8,16,9:06,16:38
10028,8,16,10:33,18:23
10029,8,16,8:39,18:25
10030,8,16,10:33,18:00
10031,8,16,10:25,19:18
10032,8,16,9:04,19:10
10033,8,16,9:43,17:02
10034,8,16,8:11,15:18
10001,8,19,10:46,18:08
10002,8,19,8:38,18:52
10003,8,19,9:47,20:02
10004,8,19,8:31,16:38
10005,8,19,10:17,18:25
10006,8,19,9:09,18:47
10007,8,19,10:05,20:29
10008,8,19,10:23,21:12
10009,8,19,10:44,19:27
10010,8,19,10:51,21:43
10011,8,19,10:35,18:05
10012,8,19,8:49,17:31
10013,8,19,9:58,17:38
10014,8,19,8:13,17:55
10015,8,19,10:58,19:42
10016,8,19,9:43,18:00
10017,8,19,10:35,18:11
10018,8,19,8:33,19:10
10019,8,19,9:40,20:07
10020,8,19,8:41,15:59
10021,8,19,8:41,17:23
10022,8,19,10:42,20:17
10023,8,19,9:01,16:20
10024,8,19,9:11,17:22
10025,8,19,8:58,16:44
10026,8,19,9:00,16:28
10027,8,19,9:55,19:27
10028,8,19,10:39,20:53
10029,8,19,10:38,19:58
10030,8,19,10:07,19:21
10031,8,19,9:26,18:42
10032,8,19,8:24,19:20
10033,8,19,9:07,19:35
10034,8,19,9:05,18:38
10001,8,20,8:15,16:12
10002,8,20,8:18,18:01
10003,8,20,9:10,17:30
10004,8,20,10:51,19:48
10005,8,20,8:01,17:37
10006,8,20,8:25,16:58
10007,8,20,9:52,18:17
10008,8,20,9:37,18:07
10009,8,20,8:23,16:03
10010,8,20,9:11,16:19
10011,8,20,9:32,16:55
10012,8,20,10:48,19:45
10013,8,20,8:52,18:16
10014,8,20,9:34,17:18
10015,8,20,9:31,17:09
10016,8,20,8:09,17:13
10017,8,20,9:02,16:55
10018,8,20,10:18,19:47
10019,8,20,9:00,17:11
10020,8,20,8:55,19:08
10021,8,20,10:39,17:56
10022,8,20,8:37,18:52
10023,8,20,10:22,17:25
10024,8,20,8:43,19:28
10025,8,20,8:11,17:07
10026,8,20,10:52,18:47
10027,8,20,10:02,17:16
10028,8,20,10:38,19:13
10029,8,20,10:14,20:52
10030,8,20,9:43,19:22
10031,8,20,8:41,17:26
10032,8,20,8:02,17:05
10033,8,20,9:10,16:17
10034,8,20,10:15,17:15
10001,8,21,8:56,16:56
10002,8,21,9:12,18:13
10003,8,21,8:19,17:16
10004,8,21,9:17,19:07
10005,8,21,8:06,17:13
10006,8,21,10:43,21:23
10007,8,21,8:01,17:05
10008,8,21,10:52,19:48
10009,8,21,9:32,19:53
10010,8,21,9:14,17:46
10011,8,21,10:13,19:15
10012,8,21,9:53,18:52
10013,8,21,10:30,19:11
10014,8,21,10:35,21:02
10015,8,21,10:10,20:04
10016,8,21,10:18,18:25
10017,8,21,8:13,18:07
10018,8,21,9:01,16:34
10019,8,21,9:31,16:45
10020,8,21,10:05,20:16
10021,8,21,9:52,18:12
10022,8,21,10:53,20:26
10023,8,21,8:49,17:34
10024,8,21,9:42,19:43
10025,8,21,8:52,18:22
10026,8,21,10:06,19:16
10027,8,21,8:16,17:36
10028,8,21,9:07,16:08
10029,8,21,8:56,17:52
10030,8,21,10:02,20:53
10031,8,21,10:30,20:13
10032,8,21,9:41,17:41
10033,8,21,10:31,18:09
10034,8,21,9:36,17:44
10001,8,22,9:33,19:48
10002,8,22,8:02,18:04
10003,8,22,9:28,16:46
10004,8,22,10:18,18:24
10005,8,22,8:08,16:08
10006,8,22,10:56,18:58
10007,8,22,10:38,21:00
10008,8,22,9:17,19:22
10009,8,22,9:46,16:49
10010,8,22,9:37,19:05
10011,8,22,8:18,19:06
10012,8,22,8:18,17:37
10013,8,22,8:49,18:31
10014,8,22,9:11,16:16
10015,8,22,8:01,15:17
10016,8,22,10:36,19:23
10017,8,22,10:27,18:04
10018,8,22,8:04,18:42
10019,8,22,9:25,17:22
10020,8,22,10:27,17:51
10021,8,22,8:40,18:07
10022,8,22,10:01,17:55
10023,8,22,10:43,19:38
10024,8,22,10:32,20:18
10025,8,22,9:31,20:00
10026,8,22,9:32,18:00
10027,8,22,10:19,18:25
10028,8,22,9:06,17:29
10029,8,22,10:19,19:52
10030,8,22,8:11,18:06
10031,8,22,9:11,19:17
10032,8,22,8:28,17:30
10033,8,22,9:58,18:34
10034,8,22,10:59,18:29
10001,8,23,8:25,16:27
10002,8,23,9:08,17:28
10003,8,23,9:27,18:50
10004,8,23,9:33,16:56
10005,8,23,9:24,16:57
10006,8,23,9:34,20:00
10007,8,23,9:24,19:53
10008,8,23,9:09,18:11
10009,8,23,10:02,20:14
10010,8,23,8:44,18:15
10011,8,23,10:59,18:11
10012,8,23,10:53,19:01
10013,8,23,10:10,17:58
10014,8,23,9:22,16:28
10015,8,23,10:54,19:59
10016,8,23,8:54,19:51
10017,8,23,8:50,17:44
10018,8,23,8:12,19:04
10019,8,23,9:42,17:30
10020,8,23,9:21,18:16
10021,8,23,9:20,18:00
10022,8,23,8:11,16:26
10023,8,23,8:43,18:20
10024,8,23,10:02,20:01
10025,8,23,8:49,19:44
10026,8,23,10:52,19:24
10027,8,23,9:32,20:22
10028,8,23,10:36,18:29
10029,8,23,8:41,16:44
10030,8,23,8:00,18:48
10031,8,23,10:44,19:03
10032,8,23,10:31,19:20
10033,8,23,9:05,16:10
10034,8,23,8:11,17:34
10001,8,26,10:12,20:48
10002,8,26,10:52,20:28
10003,8,26,8:53,18:58
10004,8,26,8:47,16:27
10005,8,26,10:36,21:04
10006,8,26,9:12,17:39
10007,8,26,10:59,21:21
10008,8,26,10:00,20:34
10009,8,26,9:26,18:32
10010,8,26,9:08,17:48
10011,8,26,8:57,16:26
10012,8,26,10:46,20:42
10013,8,26,9:47,18:07
10014,8,26,9:58,19:09
10015,8,26,10:54,18:29
10016,8,26,8:53,18:13
10017,8,26,8:31,15:46
10018,8,26,8:15,18:05
10019,8,26,8:44,18:08
10020,8,26,8:30,18:54
10021,8,26,9:56,19:20
10022,8,26,8:20,18:56
10023,8,26,10:24,17:42
10024,8,26,9:45,16:53
10025,8,26,10:19,18:28
10026,8,26,8:06,16:49
10027,8,26,8:06,15:51
10028,8,26,10:43,19:32
10029,8,26,8:39,17:12
10030,8,26,8:51,16:46
10031,8,26,8:39,19:14
10032,8,26,8:01,16:51
10033,8,26,9:44,19:00
10034,8,26,9:41,17:28
10001,8,27,9:08,19:12
10002,8,27,10:40,18:28
10003,8,27,8:34,15:49
10004,8,27,8:54,16:36
10005,8,27,10:47,19:07
10006,8,27,8:43,19:35
10007,8,27,10:31,18:53
10008,8,27,10:04,19:33
10009,8,27,9:33,19:51
10010,8,27,8:51,17:56
10011,8,27,9:43,17:12
10012,8,27,9:52,16:57
10013,8,27,8:07,15:45
10014,8,27,9:24,18:14
10015,8,27,9:30,18:49
10016,8,27,8:44,17:05
10017,8,27,8:04,18:45
10018,8,27,8:22,18:22
10019,8,27,8:42,17:21
10020,8,27,10:45,20:35
10021,8,27,10:49,18:56
10022,8,27,8:00,15:56
10023,8,27,10:19,17:32
10024,8,27,10:02,19:06
10025,8,27,8:46,17:58
10026,8,27,10:19,20:10
10027,8,27,8:40,15:54
10028,8,27,9:24,19:11
10029,8,27,10:12,19:32
10030,8,27,10:58,20:04
10031,8,27,8:16,19:02
10032,8,27,10:11,17:29
10033,8,27,9:07,16:52
10034,8,27,10:34,17:51
10001,8,28,10:20,18:35
10002,8,28,8:23,16:33
10003,8,28,9:50,19:36
10004,8,28,10:38,17:41
10005,8,28,8:02,18:33
10006,8,28,10:27,20:28
10007,8,28,9:56,20:40
10008,8,28,8:29,17:54
10009,8,28,8:50,15:50
10010,8,28,8:24,18:45
10011,8,28,8:31,18:19
10012,8,28,8:55,17:28
10013,8,28,9:36,16:42
10014,8,28,8:45,15:47
10015,8,28,10:57,18:58
10016,8,28,9:00,17:16
10017,8,28,8:55,15:57
10018,8,28,10:38,18:17
10019,8,28,8:14,17:31
10020,8,28,10:17,18:58
10021,8,28,10:50,20:38
10022,8,28,9:30,20:28
10023,8,28,8:42,16:48
10024,8,28,9:19,16:22
10025,8,28,9:36,17:42
10026,8,28,10:47,21:21
10027,8,28,10:21,17:44
10028,8,28,9:08,19:50
10029,8,28,8:09,15:36
10030,8,28,8:05,15:13
10031,8,28,9:24,20:20
10032,8,28,8:56,17:44
10033,8,28,9:21,18:40
10034,8,28,9:48,20:17
10001,8,29,8:07,18:00
10002,8,29,8:54,18:01
10003,8,29,9:01,19:34
10004,8,29,10:18,20:49
10005,8,29,8:12,17:38
10006,8,29,9:54,20:40
10007,8,29,10:34,19:34
10008,8,29,10:23,20:16
10009,8,29,9:21,19:17
10010,8,29,8:14,16:07
10011,8,29,9:59,17:26
10012,8,29,9:32,18:44
10013,8,29,9:47,20:38
10014,8,29,8:10,18:31
10015,8,29,8:59,19:09
10016,8,29,10:25,20:31
10017,8,29,10:18,18:49
10018,8,29,9:42,18:16
10019,8,29,9:12,16:15
10020,8,29,9:32,16:55
10021,8,29,9:33,19:24
10022,8,29,10:53,19:11
10023,8,29,8:14,15:40
10024,8,29,8:33,17:45
10025,8,29,8:08,18:48
10026,8,29,8:33,16:53
10027,8,29,10:46,19:58
10028,8,29,8:28,16:09
10029,8,29,10:12,18:10
10030,8,29,10:41,19:40
10031,8,29,9:14,19:09
10032,8,29,9:00,16:26
10033,8,29,9:34,18:02
10034,8,29,10:17,19:12
10001,8,30,8:45,18:35
10002,8,30,9:47,19:59
10003,8,30,9:51,19:41
10004,8,30,9:30,18:59
10005,8,30,9:03,16:20
10006,8,30,8:27,15:37
10007,8,30,10:34,20:21
10008,8,30,10:32,21:02
10009,8,30,9:22,17:53
10010,8,30,9:38,17:20
10011,8,30,8:28,16:43
10012,8,30,8:06,17:11
10013,8,30,10:01,17:30
10014,8,30,8:58,17:52
10015,8,30,10:21,17:52
10016,8,30,8:00,18:40
10017,8,30,8:45,19:19
10018,8,30,9:06,18:07
10019,8,30,9:59,18:36
10020,8,30,10:14,21:04
10021,8,30,9:45,20:12
10022,8,30,9:08,17:20
10023,8,30,10:29,18:29
10024,8,30,10:06,17:22
10025,8,30,8:59,16:35
10026,8,30,10:09,20:18
10027,8,30,9:56,18:07
10028,8,30,9:56,17:02
10029,8,30,8:33,18:47
10030,8,30,9:18,19:56
10031,8,30,8:51,19:48
10032,8,30,8:22,16:55
10033,8,30,10:32,17:43
10034,8,30,9:51,18:30
10001,9,2,10:31,20:13
10002,9,2,10:36,18:54
10003,9,2,8:20,15:28
10004,9,2,8:31,18:14
10005,9,2,9:10,16:35
10006,9,2,10:50,18:31
10007,9,2,9:19,16:21
10008,9,2,10:18,20:36
10009,9,2,9:49,17:50
10010,9,2,8:22,17:09
10011,9,2,8:53,16:50
10012,9,2,10:18,20:43
10013,9,2,9:05,17:38
10014,9,2,10:26,18:07
10015,9,2,10:04,17:25
10016,9,2,10:01,18:33
10017,9,2,10:58,21:45
10018,9,2,9:19,18:09
10019,9,2,8:44,17:05
10020,9,2,10:08,17:21
10021,9,2,9:16,18:58
10022,9,2,10:31,21:23
10023,9,2,8:34,18:58
10024,9,2,8:31,17:17
10025,9,2,9:06,16:12
10026,9,2,10:07,19:00
10027,9,2,9:01,16:14
10028,9,2,8:45,16:17
10029,9,2,8:10,17:53
10030,9,2,8:32,18:17
10031,9,2,10:41,20:50
10032,9,2,9:15,20:05
10033,9,2,9:03,16:22
10034,9,2,8:11,18:56
10001,9,3,10:49,19:10
10002,9,3,9:22,17:22
10003,9,3,10:48,21:27
10004,9,3,9:50,18:41
10005,9,3,10:09,17:18
10006,9,3,9:47,20:43
10007,9,3,10:24,20:48
10008,9,3,9:01,16:39
10009,9,3,8:17,17:00
10010,9,3,8:30,15:47
10011,9,3,10:32,20:57
10012,9,3,10:06,20:33
10013,9,3,10:15,19:00
10014,9,3,10:04,19:22
10015,9,3,9:18,19:30
10016,9,3,8:38,17:15
10017,9,3,8:40,16:31
10018,9,3,8:41,17:32
10019,9,3,8:35,17:51
10020,9,3,10:37,19:40
10021,9,3,10:20,19:03
10022,9,3,8:16,17:09
10023,9,3,10:42,19:15
10024,9,3,10:07,17:26
10025,9,3,9:33,16:58
10026,9,3,8:33,18:02
10027,9,3,9:08,17:13
10028,9,3,9:31,19:18
10029,9,3,9:19,17:03
10030,9,3,10:20,20:29
10031,9,3,8:42,19:00
10032,9,3,8:36,18:54
10033,9,3,10:10,20:34
10034,9,3,10:11,19:45
10001,9,4,9:53,18:13
10002,9,4,10:55,20:44
10003,9,4,10:50,19:39
10004,9,4,8:27,18:00
10005,9,4,9:25,18:33
10006,9,4,8:49,16:19
10007,9,4,9:39,17:29
10008,9,4,8:39,18:16
10009,9,4,9:49,18:40
10010,9,4,10:02,19:11
10011,9,4,8:37,16:51
10012,9,4,8:46,17:55
10013,9,4,9:46,18:15
10014,9,4,8:35,17:44
10015,9,4,9:37,20:05
10016,9,4,8:50,18:32
10017,9,4,8:28,18:38
10018,9,4,10:12,19:31
10019,9,4,10:06,19:36
10020,9,4,9:39,16:44
10021,9,4,9:44,19:57
10022,9,4,9:35,19:32
10023,9,4,9:50,17:34
10024,9,4,10:19,19:19
10025,9,4,10:41,19:25
10026,9,4,10:16,20:23
10027,9,4,10:58,19:19
10028,9,4,10:28,17:35
10029,9,4,9:12,16:24
10030,9,4,9:49,19:38
10031,9,4,10:50,19:21
10032,9,4,10:29,20:44
10033,9,4,9:18,16:58
10034,9,4,10:00,19:23
10001,9,5,8:07,17:24
10002,9,5,9:42,16:59
10003,9,5,8:01,15:24
10004,9,5,9:07,18:46
10005,9,5,9:39,20:33
10006,9,5,8:27,16:05
10007,9,5,8:40,18:39
10008,9,5,9:24,19:08
10009,9,5,10:24,20:30
10010,9,5,8:37,19:15
10011,9,5,9:39,20:36
10012,9,5,8:32,19:06
10013,9,5,9:48,17:25
10014,9,5,8:03,17:28
10015,9,5,10:23,20:59
10016,9,5,8:17,17:12
10017,9,5,8:22,17:27
10018,9,5,9:44,17:14
10019,9,5,10:21,21:18
10020,9,5,8:27,17:15
10021,9,5,9:52,17:56
10022,9,5,10:45,21:23
10023,9,5,9:16,16:18
10024,9,5,10:06,19:47
10025,9,5,10:04,18:43
10026,9,5,9:15,17:49
10027,9,5,10:22,19:08
10028,9,5,10:20,18:23
10029,9,5,9:30,17:06
10030,9,5,9:49,20:22
10031,9,5,9:46,16:46
10032,9,5,10:19,19:30
10033,9,5,8:09,18:45
10034,9,5,9:28,17:04
10001,9,6,8:04,18:25
10002,9,6,9:16,18:35
10003,9,6,10:53,20:20
10004,9,6,10:09,17:43
10005,9,6,10:27,20:02
10006,9,6,8:25,18:33
10007,9,6,9:08,20:04
10008,9,6,9:29,18:22
10009,9,6,8:47,16:31
10010,9,6,10:08,18:19
10011,9,6,9:18,19:03
10012,9,6,10:19,20:47
10013,9,6,8:34,18:33
10014,9,6,9:33,19:51
10015,9,6,8:21,15:55
10016,9,6,9:37,20:29
10017,9,6,9:29,19:14
10018,9,6,8:45,15:46
10019,9,6,8:16,18:51
10020,9,6,9:46,20:20
10021,9,6,9:08,16:42
10022,9,6,9:52,20:21
10023,9,6,8:58,16:59
10024,9,6,8:55,17:03
10025,9,6,10:55,19:50
10026,9,6,8:53,17:58
10027,9,6,10:50,19:01
10028,9,6,8:56,16:53
10029,9,6,10:41,18:23
10030,9,6,9:19,20:05
10031,9,6,10:59,18:01
10032,9,6,9:32,18:22
10033,9,6,9:55,17:42
10034,9,6,8:51,19:36
10001,9,9,10:33,17:50
10002,9,9,10:21,17:25
10003,9,9,8:14,19:04
10004,9,9,10:40,18:25
10005,9,9,8:22,17:25
10006,9,9,10:48,19:27
10007,9,9,8:31,15:55
10008,9,9,8:54,16:53
10009,9,9,8:08,18:58
10010,9,9,10:29,21:08
10011,9,9,9:34,17:34
10012,9,9,9:39,18:01
10013,9,9,8:11,18:47
10014,9,9,10:04,17:24
10015,9,9,9:01,17:45
10016,9,9,8:27,18:12
10017,9,9,9:55,18:43
10018,9,9,9:47,20:13
10019,9,9,9:42,17:08
10020,9,9,10:13,17:23
10021,9,9,8:25,19:20
10022,9,9,8:42,16:01
10023,9,9,9:03,17:09
10024,9,9,8:23,16:12
10025,9,9,10:59,20:15
10026,9,9,9:16,20:03
10027,9,9,10:51,18:34
10028,9,9,10:51,19:38
10029,9,9,8:19,16:12
10030,9,9,9:07,17:31
10031,9,9,8:03,17:21
10032,9,9,8:05,16:37
10033,9,9,10:24,17:59
10034,9,9,10:59,20:29
10001,9,10,10:51,20:42
10002,9,10,8:39,19:33
10003,9,10,10:15,17:55
10004,9,10,8:13,18:42
10005,9,10,10:26,20:46
10006,9,10,8:55,18:37
10007,9,10,8:12,15:59
10008,9,10,9:02,16:59
10009,9,10,8:50,17:58
10010,9,10,10:30,20:25
10011,9,10,9:17,18:18
10012,9,10,10:37,21:23
10013,9,10,9:41,20:13
10014,9,10,8:06,17:15
10015,9,10,8:17,16:54
10016,9,10,10:18,18:36
10017,9,10,8:03,16:26
10018,9,10,8:40,16:12
10019,9,10,9:35,20:30
10020,9,10,8:08,18:59
10021,9,10,10:12,19:55
10022,9,10,9:34,19:06
10023,9,10,8:09,16:34
10024,9,10,9:40,19:59
10025,9,10,9:49,17:34
10026,9,10,9:17,17:44
10027,9,10,9:06,19:38
10028,9,10,9:09,17:27
10029,9,10,10:00,17:00
10030,9,10,8:19,16:41
10031,9,10,8:20,16:33
10032,9,10,8:01,16:13
10033,9,10,10:37,21:30
10034,9,10,9:20,18:48
10001,9,11,9:40,18:52
10002,9,11,9:01,18:38
10003,9,11,9:57,17:42
10004,9,11,8:19,17:38
10005,9,11,9:10,16:51
10006,9,11,10:02,17:15
10007,9,11,9:14,17:50
10008,9,11,8:37,18:21
10009,9,11,8:20,16:13
10010,9,11,10:57,19:51
10011,9,11,10:39,18:50
10012,9,11,8:46,19:06
10013,9,11,9:09,16:42
10014,9,11,9:48,17:34
10015,9,11,8:52,19:11
10016,9,11,10:09,20:15
10017,9,11,8:07,16:39
10018,9,11,8:29,16:35
10019,9,11,10:16,17:37
10020,9,11,8:55,19:44
10021,9,11,10:26,19:40
10022,9,11,10:28,19:57
10023,9,11,10:01,17:39
10024,9,11,9:11,16:51
10025,9,11,8:31,18:27
10026,9,11,8:59,17:01
10027,9,11,8:41,17:07
10028,9,11,9:24,17:45
10029,9,11,10:11,18:12
10030,9,11,9:39,17:57
10031,9,11,10:19,17:50
10032,9,11,10:10,18:15
10033,9,11,8:15,15:46
10034,9,11,9:17,19:05
10001,9,12,9:56,17:02
10002,9,12,10:55,21:53
10003,9,12,9:58,19:07
10004,9,12,9:32,19:39
10005,9,12,8:14,17:43
10006,9,12,9:16,19:44
10007,9,12,10:22,19:10
10008,9,12,8:22,17:44
10009,9,12,10:28,20:56
10010,9,12,8:05,15:42
10011,9,12,9:50,19:12
10012,9,12,8:08,15:42
10013,9,12,8:03,15:39
10014,9,12,9:34,20:23
10015,9,12,8:53,19:13
10016,9,12,8:01,15:52
10017,9,12,9:07,16:44
10018,9,12,8:03,15:56
10019,9,12,9:23,16:53
10020,9,12,9:33,17:07
10021,9,12,9:02,17:57
10022,9,12,9:06,19:31
10023,9,12,10:39,19:17
10024,9,12,8:12,15:19
10025,9,12,10:32,20:25
10026,9,12,8:30,19:13
10027,9,12,8:52,17:15
10028,9,12,9:47,20:04
10029,9,12,9:41,18:21
10030,9,12,9:42,17:48
10031,9,12,8:27,16:58
10032,9,12,10:52,18:14
10033,9,12,10:22,19:54
10034,9,12,8:26,16:02
10001,9,13,8:25,17:20
10002,9,13,9:58,19:01
10003,9,13,9:21,19:39
10004,9,13,10:47,19:42
10005,9,13,8:43,18:20
10006,9,13,8:25,17:49
10007,9,13,8:20,15:42
10008,9,13,8:13,15:39
10009,9,13,9:58,17:01
10010,9,13,9:13,17:04
10011,9,13,10:20,18:27
10012,9,13,9:33,16:52
10013,9,13,10:41,18:11
10014,9,13,9:24,19:22
10015,9,13,10:27,19:29
10016,9,13,9:16,16:40
10017,9,13,8:36,16:49
10018,9,13,10:42,18:33
10019,9,13,9:48,20:08
10020,9,13,9:26,17:40
10021,9,13,9:09,17:05
10022,9,13,10:09,18:41
10023,9,13,9:33,17:52
10024,9,13,8:34,15:55
10025,9,13,10:22,21:06
10026,9,13,8:16,18:10
10027,9,13,8:37,16:34
10028,9,13,8:32,18:08
10029,9,13,9:55,18:41
10030,9,13,9:01,19:28
10031,9,13,9:47,20:42
10032,9,13,10:01,19:28
10033,9,13,10:56,21:28
10034,9,13,10:09,21:04
10001,9,16,8:25,17:02
10002,9,16,9:02,17:24
10003,9,16,9:28,17:05
10004,9,16,9:59,17:12
10005,9,16,10:45,21:21
10006,9,16,9:09,18:20
10007,9,16,8:46,16:27
10008,9,16,8:05,16:50
10009,9,16,8:48,18:20
10010,9,16,10:45,21:18
10011,9,16,10:27,17:33
10012,9,16,9:01,18:47
10013,9,16,10:15,21:03
10014,9,16,10:57,18:03
10015,9,16,10:33,18:11
10016,9,16,10:32,19:14
10017,9,16,8:17,16:58
10018,9,16,9:03,19:25
10019,9,16,9:48,20:15
10020,9,16,8:26,19:20
10021,9,16,8:25,18:07
10022,9,16,8:24,17:24
10023,9,16,9:17,18:37
10024,9,16,9:27,20:08
10025,9,16,10:44,19:32
10026,9,16,10:34,20:39
10027,9,16,8:36,16:52
10028,9,16,9:12,18:12
10029,9,16,8:25,16:43
10030,9,16,8:28,17:13
10031,9,16,10:37,18:17
10032,9,16,9:23,19:37
10033,9,16,10:28,19:10
10034,9,16,9:15,19:43
10001,9,17,8:17,16:22
10002,9,17,8:38,16:59
10003,9,17,9:50,19:10
10004,9,17,9:03,20:00
10005,9,17,9:04,17:01
10006,9,17,8:26,18:09
10007,9,17,9:46,18:51
10008,9,17,10:07,20:38
10009,9,17,9:51,19:22
10010,9,17,9:16,18:08
10011,9,17,10:23,18:42
10012,9,17,9:49,17:13
10013,9,17,8:58,18:37
10014,9,17,10:50,19:29
10015,9,17,8:10,17:49
10016,9,17,10:41,17:51
10017,9,17,10:12,17:16
10018,9,17,9:10,16:52
10019,9,17,9:39,17:46
10020,9,17,8:16,15:25
10021,9,17,9:10,18:18
10022,9,17,10:54,19:55
10023,9,17,9:21,19:11
10024,9,17,8:43,18:04
10025,9,17,9:00,18:40
10026,9,17,10:31,20:19
10027,9,17,8:36,16:32
10028,9,17,8:42,16:34
10029,9,17,8:38,17:46
10030,9,17,9:50,19:45
10031,9,17,10:43,20:23
10032,9,17,9:58,20:17
10033,9,17,10:39,17:49
10034,9,17,10:35,17:56
10001,9,18,8:22,15:29
10002,9,18,9:57,17:32
10003,9,18,10:56,20:58
10004,9,18,8:06,16:14
10005,9,18,8:20,17:59
10006,9,18,9:05,16:15
10007,9,18,8:08,18:08
10008,9,18,8:53,17:39
10009,9,18,9:44,18:05
10010,9,18,9:52,16:53
10011,9,18,8:22,18:24
10012,9,18,8:46,16:58
10013,9,18,10:29,18:46
10014,9,18,10:59,21:57
10015,9,18,9:28,18:25
10016,9,18,9:08,17:33
10017,9,18,8:26,15:51
10018,9,18,8:31,18:24
10019,9,18,10:21,20:15
10020,9,18,9:15,19:47
10021,9,18,9:52,20:03
10022,9,18,9:01,17:45
10023,9,18,8:33,19:28
10024,9,18,10:39,20:21
10025,9,18,8:00,16:29
10026,9,18,8:39,17:45
10027,9,18,9:40,18:28
10028,9,18,9:50,19:04
10029,9,18,8:31,16:02
10030,9,18,8:55,16:57
10031,9,18,8:40,18:49
10032,9,18,10:43,18:10
10033,9,18,8:24,18:11
10034,9,18,9:06,19:33
10001,9,19,10:32,21:12
10002,9,19,9:57,19:08
10003,9,19,8:24,15:50
10004,9,19,9:14,19:03
10005,9,19,10:19,18:16
10006,9,19,9:38,17:02
10007,9,19,10:44,19:06
10008,9,19,8:51,17:33
10009,9,19,10:25,18:52
10010,9,19,10:04,17:13
10011,9,19,10:20,18:19
10012,9,19,9:37,20:12
10013,9,19,9:21,20:18
10014,9,19,10:55,18:49
10015,9,19,8:58,19:41
10016,9,19,9:20,20:16
10017,9,19,10:17,19:32
10018,9,19,9:18,16:39
10019,9,19,9:33,19:23
10020,9,19,8:33,19:06
10021,9,19,8:10,16:19
10022,9,19,10:21,20:22
10023,9,19,8:32,15:49
10024,9,19,9:12,18:21
10025,9,19,8:59,17:48
10026,9,19,9:55,19:48
10027,9,19,9:58,17:21
10028,9,19,8:42,18:49
10029,9,19,8:28,19:19
10030,9,19,10:33,18:13
10031,9,19,8:43,19:18
10032,9,19,10:05,19:13
10033,9,19,10:33,19:54
10034,9,19,9:08,18:08
10001,9,20,8:38,19:05
10002,9,20,10:02,20:55
10003,9,20,8:06,17:22
10004,9,20,9:46,17:26
10005,9,20,9:13,17:45
10006,9,20,10:45,19:42
10007,9,20,10:37,19:55
10008,9,20,9:56,19:54
10009,9,20,9:26,16:26
10010,9,20,9:57,17:50
10011,9,20,9:40,18:06
10012,9,20,10:27,18:11
10013,9,20,10:56,19:09
10014,9,20,10:14,18:47
10015,9,20,9:19,18:08
10016,9,20,10:19,19:28
10017,9,20,9:43,17:14
10018,9,20,10:48,18:13
10019,9,20,8:04,16:06
10020,9,20,10:55,19:35
10021,9,20,8:21,17:37
10022,9,20,8:17,15:41
10023,9,20,10:35,19:15
10024,9,20,8:15,18:10
10025,9,20,10:39,18:01
10026,9,20,8:26,19:20
10027,9,20,9:47,17:18
10028,9,20,10:56,21:25
10029,9,20,9:44,17:29
10030,9,20,10:29,20:17
10031,9,20,10:33,18:53
10032,9,20,8:47,15:50
10033,9,20,9:01,18:03
10034,9,20,9:43,17:40
10001,9,23,10:51,18:04
10002,9,23,10:44,17:50
10003,9,23,9:58,18:04
10004,9,23,9:12,17:16
10005,9,23,8:52,17:10
10006,9,23,10:22,18:25
10007,9,23,9:55,20:21
10008,9,23,8:49,19:05
10009,9,23,8:06,15:43
10010,9,23,8:32,15:38
10011,9,23,10:13,18:55
10012,9,23,10:44,21:09
10013,9,23,9:02,16:58
10014,9,23,8:19,16:10
10015,9,23,8:43,16:11
10016,9,23,10:26,19:54
10017,9,23,10:31,20:47
10018,9,23,10:24,18:20
10019,9,23,9:13,19:16
10020,9,23,9:51,20:45
10021,9,23,10:08,18:38
10022,9,23,8:45,17:58
10023,9,23,9:43,19:13
10024,9,23,9:05,18:23
10025,9,23,8:39,17:09
10026,9,23,9:50,20:03
10027,9,23,8:44,19:32
10028,9,23,9:29,17:36
10029,9,23,10:31,20:10
10030,9,23,8:51,18:30
10031,9,23,10:09,18:08
10032,9,23,8:09,17:20
10033,9,23,10:26,19:22
10034,9,23,10:54,21:33
10001,9,24,8:39,17:13
10002,9,24,9:55,20:08
10003,9,24,8:44,16:30
10004,9,24,9:24,19:41
10005,9,24,10:58,21:53
10006,9,24,8:52,16:00
10007,9,24,8:36,16:11
10008,9,24,9:40,17:23
10009,9,24,8:28,16:03
10010,9,24,9:23,16:33
10011,9,24,10:17,20:10
10012,9,24,10:47,18:32
10013,9,24,10:09,17:58
10014,9,24,8:13,16:16
10015,9,24,10:13,20:20
10016,9,24,10:31,19:13
10017,9,24,9:31,19:18
10018,9,24,8:53,18:34
10019,9,24,8:10,17:58
10020,9,24,10:00,19:07
10021,9,24,9:56,17:31
10022,9,24,10:23,17:57
10023,9,24,8:36,15:52
10024,9,24,8:02,18:41
10025,9,24,10:19,20:30
10026,9,24,9:43,19:40
10027,9,24,9:10,18:19
10028,9,24,10:33,18:23
10029,9,24,10:52,18:05
10030,9,24,8:06,17:01
10031,9,24,8:55,17:27
10032,9,24,8:55,18:22
10033,9,24,10:48,17:55
10034,9,24,8:22,17:47
10001,9,25,9:35,17:55
10002,9,25,10:12,18:34
10003,9,25,10:30,17:48
10004,9,25,10:38,20:21
10005,9,25,10:45,21:00
10006,9,25,10:51,20:57
